Epoch,F1 Score,Accuracy,Precision,Recall
10,0.07604027040953006,0.10375,0.13967979446083376,0.10743976585832103
18,0.10026623922014463,0.136875,0.19108019774252114,0.1383340877765578
20,0.06367622652705471,0.108125,0.1035669506841673,0.10604527543312468
25,0.14247940913155646,0.18625,0.2702852591916272,0.18235019809088562
28,0.25022068309721607,0.2575,0.3639731978738096,0.26868491634904496
40,0.15934742905243002,0.189375,0.2995164008477301,0.20118775465357777
41,0.2611169884238888,0.301875,0.3808091426867215,0.3081091209716124
42,0.3061735844746676,0.32,0.5404464220507905,0.3182841087896035
43,0.4056625735002297,0.410625,0.5486048741306633,0.4138581569159237
44,0.4093346093912784,0.433125,0.5005340341640404,0.43336572357665853
46,0.4018790745861487,0.420625,0.5185554121901991,0.4278164365254726
47,0.4528610441421476,0.470625,0.5493029740131427,0.4716006135265969
52,0.5155742184050167,0.5325,0.5944590447438142,0.521889381245303
55,0.5088494870056691,0.51375,0.6140678839390248,0.5135569087171388
60,0.35099080894460655,0.369375,0.505384969728828,0.36791631588411816
65,0.5537900015337377,0.585,0.5948477042724539,0.5738824116427342
66,0.5694836731297422,0.59125,0.6058811218450757,0.5937967305892871
78,0.5989813909945646,0.625625,0.6164696766826703,0.6192183886466954
80,0.5867896627265534,0.60875,0.6253802969182415,0.6050442554088012
89,0.6059757834429949,0.62,0.6322631444595848,0.6212709883244886
100,0.6388408179974142,0.65375,0.6504161021476762,0.657050253071596
120,0.6621484972390835,0.680625,0.6764730799862037,0.6770960240141954
126,0.6548117532930068,0.670625,0.6602952408521009,0.6755667229882754
136,0.6708595180887982,0.681875,0.6777606743154898,0.6907784813839923
140,0.6694382891825004,0.686875,0.6806894326189681,0.6867910329693251
142,0.685975097027902,0.706875,0.70211494936787,0.6990112025907542
145,0.6676744865114983,0.679375,0.6714704939694467,0.6872683540825061
149,0.6688455498672923,0.679375,0.6748586683511238,0.6815784054804385
150,0.6866294170894265,0.70625,0.6979382269729573,0.6946569369975703
160,0.663278952838327,0.68,0.6746890688511986,0.6768735743395834
164,0.6720040893092842,0.685,0.6818467562710678,0.6820705706611938
180,0.6753836405847387,0.69125,0.6792902820103324,0.6868950412632091
200,0.6685892275359652,0.681875,0.6781901818144042,0.6823367036793111
220,0.6522043709362464,0.675,0.6610663260798042,0.6682256954596643
240,0.6792503063283677,0.691875,0.6814021833166894,0.6943948803802655
260,0.6915315222526704,0.70875,0.6997336003731598,0.7033389132209611
280,0.6938027310506811,0.71125,0.7011703676370071,0.7080300257209197
