Epoch,F1 Score,Accuracy,Precision,Recall
10,0.000736196319018405,0.01875,0.000375,0.02
12,0.0008083282302510717,0.020625,0.0004125,0.02
16,0.00667101458422454,0.021875,0.02200520833333333,0.022105263157894735
19,0.011254255413955977,0.025,0.03036848792884371,0.02707070707070707
20,0.00786226311142228,0.03625,0.033053525672422056,0.03085295207706074
23,0.009743145743145743,0.026875,0.03062680696912196,0.02570715010141988
26,0.02763813316106754,0.05,0.04615956536530396,0.05189681331684728
34,0.05122916438067702,0.0575,0.1298624596653509,0.057109742174280685
35,0.05164585776195172,0.07875,0.16833296802549033,0.07276325225348533
40,0.04837348075977199,0.054375,0.14491860332649809,0.05789716377127243
42,0.0507558585824858,0.065625,0.14198908252686124,0.0640851731239387
49,0.08839471493581914,0.08875,0.2503990527396919,0.09125407054760207
51,0.1275291724647155,0.1175,0.28444250130256793,0.12445803813704502
60,0.13082511471653033,0.121875,0.2962956024576739,0.12797639702381655
62,0.11613352895268506,0.110625,0.25812575479458555,0.12093594092514388
65,0.15534402696277488,0.148125,0.29693407972230473,0.15045740806479663
69,0.13852274782534438,0.13,0.2397416363283244,0.12920816569095506
76,0.17002565171629277,0.17375,0.32567717074383745,0.18106597288292403
80,0.10945810852638115,0.100625,0.29235837126921554,0.09848103675491376
87,0.1608195467043779,0.165625,0.425520580590541,0.16391943651535434
100,0.14849057730848814,0.151875,0.3840369426315483,0.14744681603856633
103,0.20661438116194653,0.21,0.36822259537365454,0.20855691544102292
110,0.21839964794754813,0.2,0.4452447930489625,0.19613016578434336
114,0.24980687479557445,0.25375,0.3957376727393006,0.24771519386491483
120,0.18299630421156463,0.1725,0.4107413279415714,0.1765589209983952
126,0.31302728785484163,0.314375,0.4219708774205465,0.3088136292334093
140,0.2565527479959008,0.25125,0.40169651497994624,0.2508319050690462
145,0.3168698554114682,0.31375,0.36860605303766164,0.31728315036917637
160,0.32071398009228913,0.3075,0.42489701223700943,0.3091133894828068
169,0.3089233593963781,0.300625,0.3643213151019718,0.30454259056623695
173,0.34997300735912307,0.33375,0.41080350077936567,0.34328191635617605
178,0.3434913692607747,0.34125,0.40593066006393996,0.3391806278664838
180,0.3275843143321545,0.32375,0.3857704224345991,0.3256301005828262
194,0.3428934821649021,0.343125,0.40100104975610307,0.3381200287037451
200,0.3098264863096425,0.310625,0.3608553610277059,0.30968199640466676
220,0.32460208469257246,0.326875,0.3765666054394756,0.32659675193980947
240,0.36394588625066177,0.364375,0.41882458465904426,0.35864408456916813
260,0.3274873689609202,0.325,0.38566412771465397,0.3255487933627096
280,0.31964768490308615,0.308125,0.37857740854585253,0.3147267394148544
300,0.35180460931962787,0.3475,0.4183110564690206,0.34816304828445815
320,0.3130424497588835,0.305,0.35763538415149704,0.31239438451568136
340,0.3362079303576003,0.33125,0.3947374689207686,0.3310222881661226
360,0.3181452608662341,0.313125,0.35825659830594425,0.323296721186538
380,0.3365607543025915,0.333125,0.37948420597644195,0.33926987445914597
397,0.3227763024789106,0.320625,0.36354833520370455,0.324688512392973
400,0.3334201711062588,0.32875,0.38843066604427134,0.3286022506509533
401,0.31312185465925924,0.306875,0.3582880695474116,0.31750804404977906
420,0.34533306710572,0.340625,0.3886486097498466,0.34507466179492374
440,0.3410573180584821,0.33875,0.38793174478974246,0.33570750954779494
460,0.34681428128912195,0.343125,0.3946442186293607,0.3454115388735683
480,0.3306998868147518,0.334375,0.39157297135235875,0.32705382760424706
