Epoch,F1 Score,Accuracy,Precision,Recall
10,0.004723065881858544,0.026875,0.003687368886948719,0.027845161290322582
11,0.07114270693210079,0.09375,0.1256448310369363,0.0949151645376144
20,0.0195216730363551,0.046875,0.045328692746146135,0.04290151422504364
23,0.2453906023442302,0.301875,0.38010308373782814,0.2911815960834958
26,0.26745884351159244,0.295,0.4092490625686358,0.2874393920396959
28,0.3482440250415546,0.36125,0.4865377002719826,0.35502905246639627
38,0.41543137028331123,0.451875,0.5301274741932646,0.4380912650345213
40,0.388512291204991,0.395625,0.5366706402223719,0.3884469464268153
51,0.4311393278879018,0.439375,0.5843783262580304,0.44333866003623285
53,0.506802777881917,0.5325,0.6115131898207143,0.5296390028915985
60,0.44712498627283376,0.44875,0.6261964000228815,0.4460697668484012
62,0.544705350388551,0.545,0.6293483847906076,0.5427937700464298
64,0.5832947434417456,0.6,0.640821837574099,0.5937240931712773
67,0.5624030281295854,0.56125,0.6210865430084278,0.5616137831348019
68,0.6097303180394926,0.63125,0.6548254305962505,0.6297772020927391
80,0.6376255952115131,0.65625,0.6723412893461801,0.646892456367146
81,0.5756356019030161,0.5725,0.6241949471799444,0.5737265184525173
100,0.654289548282071,0.66,0.6690217842285597,0.6662997066840126
120,0.6182048379445855,0.61625,0.6479827957107875,0.6197727750481357
140,0.687269023277162,0.700625,0.6971329737577564,0.6962391608581447
160,0.6622042097329416,0.67375,0.6791945652460558,0.6720573524767349
180,0.6797026749769292,0.689375,0.6942502851614328,0.6899967464991339
200,0.662497641970929,0.66875,0.6721502574087266,0.6703337270179867
220,0.6809599112797348,0.6925,0.689726697810639,0.6901354773095002
240,0.6884651300705923,0.691875,0.7058382644772663,0.6985864854211825
260,0.6731218233522784,0.690625,0.684383100309112,0.6845795329491693
280,0.6890473773208999,0.703125,0.7020374852063241,0.7032796356910187
